license_number,ice_citation_count,first_citation,last_citation,repeat_violations,warnings_issued,corrected_onsite,mold_black,mold_pink,scoop_issue,bin_soiled,latest_observation,latest_citation_date,business_name,city,days_since_citation
6215637,1,2025-12-15,2025-12-15,0,0,1,1,0,0,0,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine. Operator cleaned the ice machine during inspection **Corrected On-Site**,2025-12-15,NEHEMIAH'S VILLAGE INC,OLDSMAR,151
6215658,1,2025-11-21,2025-11-21,0,0,0,0,0,1,1,"Basic - In-use utensil in non-time/temperature control for safety food not stored with handle above top of food within a closed container.
Scoop handle in sugar and rice bins",2025-11-21,QG CHINA ONE INC,LARGO,175
6215670,1,2026-02-18,2026-02-18,0,0,0,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
Ice bucket not inverted on ice machine in back kitchen",2026-02-18,MOES SOUTHWEST GRILL #204,CLEARWATER,86
6215675,4,2025-11-06,2026-02-25,0,0,0,1,1,0,1,"High Priority - - From initial inspection : High Priority - Rodent activity present as evidenced by rodent droppings found.
Approximately a total of 178 rodent droppings: 

20 rodent droppings observed on floor around and behind ice machine and water heater near dish machine area. 
40 rodent droppings observed on floor underneath racks storing clean pots, plastic containers, and utensils across from dish machine. 
30 rodent droppings observed on floor underneath rack storing beer and throughout the storage closet floor. 
15 rodent droppings on floor underneath storage rack storing clean plates at kitchen entrance. 
2 rodent droppings observed on floor at beginning of the cook line in front of reach in deli cooler and underneath the reach in deli coolers on cook line. 
26 rodent droppings observed on floor behind wooden wine rack and throughout wine rack slots in dinning room. 
10 rodent droppings on floor behind and underneath grease trap box and mop sink. 
20 rodent droppings observed underneath handwashing handsink and wooden counter shelving in server wait station. 
15 rodent droppings observed on left side single door display cooler storing beer in server wait station. 
     - From follow-up inspection 2026-02-25: Approximately: 

Observed 20 rodent droppings underneath storage rack storing canned foods, bottles of sauces, and cases of coconut cream in dry storage area. 
5 rodent droppings observed on wooden rack storing bottles of chili sauce in dry storage area. 
8 rodent droppings observed underneath handsink and wooden counter shelving in server wait station. 
 **Time Extended**     - From follow-up inspection 2026-02-25: No rodent droppings observed during the callback inspection.  **Time Extended**",2026-02-25,THE LEMON GRASS SUSHI THAI TAPAS INC,ST. PETERSBURG,79
6215676,1,2025-12-11,2025-12-11,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance in the ice machine bin at time of inspection.,2025-12-11,GRILLSMITH COUNTRYSIDE,CLEARWATER,155
6215684,2,2025-08-07,2026-01-14,1,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine at server wait station with black mold-like substance. **Repeat Violation**",2026-01-14,"ST PETE BEEFS, LLC BEEF O BRADYS",ST. PETERSBURG,121
6215686,1,2025-08-12,2025-08-12,2,0,0,2,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust. Mixer soiled with black mold like debris exterior, gaskets on all reach in coolers soiled with slimy debris.  Employee cleaning area  **Corrective Action Taken** **Repeat Violation**",2025-08-12,RUM RUNNERS,ST.PETE BEACH,276
6215697,2,2025-10-08,2025-10-14,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance. 
Soda dispenser ice machine interior soiled with. Black mold like substance in front line area.  **Warning**     - From follow-up inspection 2025-10-14:  **Time Extended**",2025-10-14,SMOKEY BONES BAR & FIRE GRILL #7588,CLEARWATER,213
6215703,3,2025-09-05,2026-02-23,0,4,1,2,1,0,0,"Basic - Buildup of food debris/soil residue on equipment door handles.

-gaskets on reach in freezer door next to ice machine are soiled **Warning**",2026-02-23,TIJUANA FLATS #114,ST. PETERSBURG,81
6215706,1,2025-11-10,2025-11-10,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2025-11-10,SUBWAY #25866,LARGO,186
6215718,1,2025-10-06,2025-10-06,1,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
-Ice chute on machine at drive thru window soiled with mold/mildew like debris  **Repeat Violation**",2025-10-06,TACO BELL #029569,KENNETH CITY,221
6215724,2,2025-07-01,2025-09-30,0,3,1,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine located in dish room with black mold like substance **Warning**",2025-09-30,WAFFLE HOUSE #1620,ST. PETERSBURG,227
6215731,1,2025-11-03,2025-11-03,0,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Reach in deli cooler gaskets soiled with black mold like substance.",2025-11-03,CHINA KITCHEN,ST. PETERSBURG,193
6215733,1,2025-10-02,2025-10-02,0,0,1,0,0,0,0,"Intermediate - Paper towel dispenser at handwash sink not working/unable to dispense paper towels.
Paper towel dispenser jammed and not providing paper towels at hand wash sink by ice machine. 
Operator fixed the machine.  **Corrected On-Site**",2025-10-02,TROPICAL SMOOTHIE CAFE,ST. PETERSBURG,225
6215742,1,2026-02-26,2026-02-26,0,0,1,0,0,1,0,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
- ice scoop soiled in holder at tiki bar  . Manager moved scoop to clean  **Corrective Action Taken**",2026-02-26,LEFT FIELD/TIKI BAR,CLEARWATER,78
6215759,1,2026-03-24,2026-03-24,0,1,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine.  **Warning**,2026-03-24,LOTUS VEGAN RESTAURANT,PINELLAS PARK,52
6215783,2,2025-09-11,2026-02-02,1,1,0,1,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation** **Warning**,2026-02-02,SONIC DRIVE-IN #5021,PINELLAS PARK,102
6215784,2,2025-09-02,2026-01-21,2,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine next to beer walk-in cooler with black mold like substance. **Repeat Violation**",2026-01-21,LINKING HEIGHTS,ST. PETERSBURG,114
6215787,2,2026-01-22,2026-01-23,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine soiled with black and red mold like substance. **Warning**     - From follow-up inspection 2026-01-23:  **Time Extended**",2026-01-23,OYSTER SHUCKER INC,ST.PETE BEACH,112
6215831,1,2026-01-21,2026-01-21,1,0,1,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled. Operator cleaned interior of ice machine. **Corrected On-Site** **Repeat Violation**",2026-01-21,THE OZONA PIG,PALM HARBOR,114
6215833,1,2025-07-30,2025-07-30,0,1,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Warning**,2025-07-30,THAI NANA RESTAURANT,PALM HARBOR,289
6215842,1,2025-08-19,2025-08-19,0,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Gaskets on single door reach in cooler across from front counter register soiled with black mold like substance.",2025-08-19,WENDYS 10555,ST. PETERSBURG,269
6215843,1,2026-03-02,2026-03-02,2,0,2,1,0,0,0,Intermediate - No soap provided at handwash sink. Near ice machine at prep area. Employee replaced  **Corrected On-Site** **Repeat Violation**,2026-03-02,COURTSIDE GRILLE,ST PETERSBURG,74
6215849,1,2025-09-22,2025-09-22,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-09-22,CESARE AT THE BEACH,CLEARWATER BEACH,235
6215866,1,2025-08-15,2025-08-15,1,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Gaskets on reach-in coolers at the front counter and kitchen soiled with black mold-like substance. **Repeat Violation**",2025-08-15,CRAFTSMAN HOUSE,ST. PETERSBURG,273
6215872,1,2026-03-13,2026-03-13,0,0,2,1,0,1,0,Basic - Ice scoop handle in contact with ice in front counter area . Manager relocated ice scoop  **Corrected On-Site**,2026-03-13,DUNKIN DONUTS / BASKIN ROBBINS,CLEARWATER,63
6215926,1,2025-07-10,2025-07-10,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-10,TIJUANA FLATS 120,LARGO,309
6215947,1,2025-08-06,2025-08-06,1,0,0,1,0,0,0,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine. **Repeat Violation**,2025-08-06,FIREHOUSE SUBS,PALM HARBOR,282
6215976,1,2026-04-03,2026-04-03,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black substance.",2026-04-03,FRESH N GO FOODS LLC,ST. PETERSBURG,42
6215987,1,2026-02-11,2026-02-11,0,0,0,0,0,0,0,"High Priority - Presence of insects, rodents, or other pests.
21 dead insects in walk in cooler near ice machine",2026-02-11,PIEROGI GRILL & STEAKHOUSE,CLEARWATER,93
6215988,2,2025-08-14,2025-08-18,0,0,0,2,0,0,0,"Intermediate - - From initial inspection : Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Cutting boards on cookline soiled with black mold-like substance. 

Can opener soiled heavily with debris.     - From follow-up inspection 2025-08-18:  **Time Extended**",2025-08-18,FORTUNATO'S ALFRESCO,ST. PETERSBURG,270
6216000,2,2025-09-15,2026-01-29,3,0,2,2,0,2,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-01-29,MIKES PIZZA AND PUB,LARGO,106
6216047,2,2025-08-05,2026-03-25,0,0,0,2,1,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black and pink substance.",2026-03-25,PARKSHORE GRILL,ST. PETERSBURG,51
6216059,1,2026-03-20,2026-03-20,0,0,0,1,1,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with yellow and pink substance. Manager put in a service request for the ice machine to be maintenance during the inspection.   **Corrective Action Taken**",2026-03-20,BONEFISH GRILL,ST. PETERSBURG,56
6216061,2,2025-12-16,2026-04-02,1,0,1,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Accumulation of mold like substance in ice machine. Operator cleaned and sanitized ice machine during inspection. **Corrected On-Site** **Repeat Violation**",2026-04-02,CRAZY BURRITO AUTHENTIC MEXICAN GRILL IV INC,DUNEDIN,43
6216065,2,2025-11-24,2026-03-30,1,0,0,2,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-03-30,NUEVO VALLARTA PINELLAS PARK,PINELLAS PARK,46
6216108,1,2025-10-09,2025-10-09,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Silver counter top ice machine interior soiled with limes ale build up.",2025-10-09,PACIUGO GELATO & CAFFE ST PETE,ST. PETERSBURG,218
6216117,1,2025-09-03,2025-09-03,1,1,1,0,0,1,0,"Basic - In-use utensil in non-time/temperature control for safety food not stored with handle above top of food within a closed container.

Rice scoop and bean scoop in dry storage not stored with the handle facing up. Manager corrected. **Corrected On-Site** **Repeat Violation** **Warning**",2025-09-03,GRUMPY GRINGO,ST. PETERSBURG,254
6216126,1,2025-09-30,2025-09-30,1,0,0,0,0,0,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
Outdoor ice machine not secured by gate when not in use **Repeat Violation**",2025-09-30,ANGRY PEPPER TAPHOUSE,SEMINOLE,227
6216131,1,2025-12-17,2025-12-17,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance inside ice machine bin at time of inspection.,2025-12-17,CRAFT STREET KITCHEN,OLDSMAR,149
6216170,1,2026-03-25,2026-03-25,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice machine soiled with black mold like debris exterior rear of kitchen.,2026-03-25,BURG BAR & GRILL (THE),ST PETERSBURG,51
6216179,1,2025-12-15,2025-12-15,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2025-12-15,THE DUNEDIN SMOKEHOUSE,DUNEDIN,151
6216184,1,2025-08-05,2025-08-05,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. White plate.,2025-08-05,TATE ISLAND GRILL,CLEARWATER BEACH,283
6216209,1,2025-07-01,2025-07-01,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-07-01,RED MESA CANTINA,ST. PETERSBURG,318
6216220,1,2025-10-28,2025-10-28,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-28,CHILL RESTAURANT,ST. PETE BEACH,199
6216235,2,2025-09-09,2026-01-27,3,0,0,4,0,1,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation**,2026-01-27,JIMMYS SUSHI BAR JAPANESE LLC,SEMINOLE,108
6216273,1,2025-12-05,2025-12-05,0,0,1,0,0,0,0,"Intermediate - Water with a temperature of least 85 degrees Fahrenheit not provided/shut off at employee handwash sink.
-hand wash sink by ice machine out back is missing knob on hot side
Operator fixed during inspection.  **Corrected On-Site**",2025-12-05,PIA'S #2,GULFPORT,161
6216283,1,2026-03-11,2026-03-11,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-03-11,METRO DINER,ST. PETERSBURG,65
6216296,1,2026-01-22,2026-01-22,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Interior of ice machine with build up on black mold like substance.",2026-01-22,BERLINS DOENER,ST PETERSBURG,113
6216302,1,2025-09-16,2025-09-16,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-09-16,BUBBA GUMP SHRIMP CO,MADEIRA BEACH,241
6216341,2,2025-10-08,2026-02-24,3,0,0,0,0,4,2,"Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit.
Rice scoops in 69F water **Repeat Violation**",2026-02-24,THAI STAR SUSHI BAR,MADEIRA BEACH,80
6216343,1,2025-07-31,2025-07-31,0,0,1,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses.
Ice scoop at bar stored on plastic flavoring bottles, removed **Corrected On-Site**",2025-07-31,MAD BEACH CANTINA,MADEIRA BEACH,288
6216356,1,2025-10-31,2025-10-31,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda machine ice bin soiled with black mold like substance.  **Warning**",2025-10-31,RENZO'S,ST. PETERSBURG,196
6216374,2,2025-08-26,2026-01-21,1,2,0,2,0,0,3,Basic - Accumulation of heavy black/green mold-like substance in the interior of the ice machine/bin. **Repeat Violation** **Warning**,2026-01-21,FIVE BUCKS DRINKERY,PINELLAS PARK,114
6216377,1,2025-07-10,2025-07-10,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.interior ice chute on self service soda machine in dining room soiled with black mold like debris.,2025-07-10,JIMMY JOHN'S #1127,ST. PETERSBURG,309
6216385,1,2025-09-15,2025-09-15,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda machine Ice bin interior in front counter area soiled with black mold like substance.",2025-09-15,BLACK CATTLE BURGER COMPANY,ST. PETERSBURG,242
6216408,1,2025-10-27,2025-10-27,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2025-10-27,MAGGIE MAES ON THE BLUFFS,BELLEAIR BLUFFS,200
6216411,1,2025-09-16,2025-09-16,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin 
Costed at front counter.",2025-09-16,THUY CAFE,ST. PETERSBURG,241
6216430,3,2026-01-15,2026-01-16,0,0,0,3,0,0,3,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with mold like substance.     - From follow-up inspection 2026-01-16:  **Time Extended**     - From follow-up inspection 2026-01-16:  **Time Extended**",2026-01-16,YAMA TAIYO RESTAURANT,PALM HARBOR,119
6216448,1,2026-03-09,2026-03-09,0,0,0,1,0,0,1,Basic - Accumulation of black mold-like substance in the interior of the ice bin at beverage station . Employee in the process of removing ice and cleaning the inside of the ice bin  **Corrective Action Taken**,2026-03-09,THE NONA SLICE HOUSE,SAFETY HARBOR,67
6216454,2,2025-10-16,2026-03-31,2,0,2,2,0,1,2,"Basic - Ice bucket/shovel stored on floor between uses.
Next to ice machine",2026-03-31,LOS GUERREROS MEXICAN RESTAURAN,PINELLAS PARK,45
6216511,3,2025-08-05,2025-10-23,3,0,0,0,0,0,1,"Intermediate - - From initial inspection : Intermediate - No soap provided at handwash sink.
Missing at hand sink near the ice machine and the two reach in freezers located in the enclosed storage area outside the rear of the kitchen.     - From follow-up inspection 2025-10-13:  **Time Extended**     - From follow-up inspection 2025-10-23:  **Time Extended**",2025-10-23,ANGELO'S,ST. PETERSBURG,204
6216522,1,2025-12-30,2025-12-30,0,0,1,0,0,0,0,"Intermediate - No paper towels or mechanical hand drying device provided at handwash sink.
Missing at hand sink across from ice machine. Employee place roll off paper towels at hand sink.  **Corrected On-Site**",2025-12-30,SOUTH BEACH PAVILION,DUNEDIN,136
6216523,2,2025-09-23,2026-03-31,1,2,2,1,0,0,1,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items. 
Employee phone stored above sauces across from ice machine. Operator moved phone **Corrected On-Site** **Repeat Violation** **Warning**",2026-03-31,BLISS COOKHOUSE,PALM HARBOR,45
6216527,1,2025-09-04,2025-09-04,1,0,0,1,0,0,1,"Basic - Accumulation of black mold-like substance in the interior of the ice machine bin.
Small ice machine by  3 compartment sink  **Repeat Violation**",2025-09-04,CHINA EXPRESS TAKE-OUT,TARPON SPRINGS,253
6216538,2,2025-11-04,2026-02-12,0,0,0,4,0,0,2,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Front counter bakery,2026-02-12,CASSIS AMERICAN BRASSERIE,ST. PETERSBURG,92
6216540,2,2025-11-20,2025-11-21,1,3,0,3,0,0,0,Basic - - From initial inspection : Basic - Walk in cooler wall soiled with black mold like substance.  **Warning**     - From follow-up inspection 2025-11-21:  **Time Extended**,2025-11-21,BRITT'S BAR & GRILL,TREASURE ISLAND,175
6216547,1,2025-09-24,2025-09-24,0,1,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with lime scale.  **Warning**",2025-09-24,THE HANGAR RESTAURANT,ST. PETERSBURG,233
6216552,2,2026-01-12,2026-03-18,0,0,0,4,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black mold like substance.     - From follow-up inspection 2026-03-18: Black mold likes substance  was observed, in the creases of the lid and the areas where the door seals during opening and closing. **Time Extended**",2026-03-18,JIMMY JOHNS,ST. PETERSBURG,58
6216560,1,2025-10-15,2025-10-15,0,0,0,1,0,0,1,"Basic - Carbon dioxide/helium tanks not adequately secured.
Next to ice machine",2025-10-15,EARLY BIRD,PINELLAS PARK,212
6216561,1,2026-02-25,2026-02-25,1,0,1,0,0,1,0,"Intermediate - Handwash sink used for purposes other than handwashing.

Abrasive pad and rice scoop in hand wash sink at front counter. Items relocated. **Corrected On-Site** **Repeat Violation**",2026-02-25,IKIGAI SUSHI TAKE OUT,ST. PETERSBURG,79
6216567,1,2025-12-11,2025-12-11,0,1,0,0,0,0,0,"High Priority - Live, small flying insects found
1 live fly near ice machine. **Warning**",2025-12-11,ALESIA ON CENTRAL,ST. PETERSBURG,155
6216588,1,2026-01-23,2026-01-23,0,0,1,0,0,1,0,Basic - Ice scoop handle in contact with ice. **Corrected On-Site**,2026-01-23,WINDWARD BAR & GRILLE,CLEARWATER,112
6216591,2,2025-10-06,2025-12-18,0,2,0,2,0,0,0,Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine. **Warning**     - From follow-up inspection 2025-12-18:  **Time Extended**,2025-12-18,LANNA THAI AND SUSHI,ST. PETERSBURG,148
6216606,1,2026-03-25,2026-03-25,1,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Interior of ice machine soiled with black mold like debris.   **Repeat Violation**,2026-03-25,FIREHOUSE SUBS,ST. PETERSBURG,51
6216617,1,2026-03-02,2026-03-02,0,0,0,0,0,0,0,"Basic - Unprotected ice machine in a customer/nonsecure area.
Ice machine on back porch, no lock on machine, no lock on gate, no gate on parking lot side.",2026-03-02,YIANNIS GREEK CUISINE DBA ACROPOLIS GREEK TAVERNA TARPON SPRINGS,TARPON SPRINGS,74
6216624,2,2025-07-08,2026-02-17,0,0,1,1,0,1,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Main kitchen and upstairs kitchen.",2026-02-17,HURRICANE EDDIES,CLEARWATER BEACH,87
6216626,1,2026-03-11,2026-03-11,0,0,1,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine . Manager cleaned drop plate  **Corrected On-Site**,2026-03-11,DOWNTOWN PIZZA SPORTS BAR AND GRILL,CLEARWATER,65
6216635,2,2025-10-21,2026-01-06,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.  **Warning**     - From follow-up inspection 2026-01-06:  **Time Extended**",2026-01-06,CAFE GALA,ST PETERSBURG,129
6216655,3,2025-07-14,2025-09-19,5,9,0,9,2,0,1,Basic - - From initial inspection : Basic - Bathroom facility not clean. Sinks have accumulation of black mold like debris  **Warning**     - From follow-up inspection 2025-09-19:  **Time Extended**,2025-09-19,CODY'S ORIGINAL ROADHOUSE,ST. PETERSBURG,238
6216662,1,2026-01-30,2026-01-30,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.,2026-01-30,HOOTERS RESTAURANT,MADEIRA BEACH,105
6216688,2,2025-12-22,2026-01-28,0,2,0,2,0,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with mold like substance.  **Warning**     - From follow-up inspection 2026-01-28:",2026-01-28,HUARACHE AZTECA,DUNEDIN,107
6216691,1,2025-11-03,2025-11-03,0,0,0,0,0,0,0,"Basic - Clean glasses, cups, bowls, plates, pots and pans not stored inverted or in a protected manner.
Ice buckets not inverted by ice machine",2025-11-03,DIESEL GARAGE GRILL AND BAR,PALM HARBOR,193
6216720,1,2025-10-16,2025-10-16,0,2,1,1,0,0,1,"Intermediate - Handwash sink used for purposes other than handwashing.

Soap bottle inside hand wash sink in kitchen next to ice machine. Item removed.  

Bottle degreaser in hand wash sink in dish pit. Item removed. **Corrected On-Site** **Warning**",2025-10-16,HOLIDAY INN,ST. PETERSBURG,211
6216741,1,2026-02-10,2026-02-10,0,0,1,1,0,1,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Double door reach in freezer gaskets soiled with black mold like substance in back kitchen area. 
Single door freezer gaskets soiled with food debris in front counter area.",2026-02-10,MELT N DIP,ST. PETERSBURG,94
6216750,1,2025-12-09,2025-12-09,0,0,0,0,0,0,0,"Basic - Food stored on floor.
Boxes of fryer oil stored on floor next to ice machine.",2025-12-09,PARK & REC,ST. PETERSBURG,157
6216754,2,2025-11-05,2026-03-05,0,0,0,2,0,0,2,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black mold like substance.",2026-03-05,TRYST,ST. PETERSBURG,71
6216763,2,2025-09-11,2025-11-13,0,2,0,2,2,0,2,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with pink and black mold like substance.  **Warning**     - From follow-up inspection 2025-11-13:  **Time Extended**",2025-11-13,SAB CAFE,ST. PETERSBURG,183
6216766,1,2025-12-10,2025-12-10,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance in left ice machine at time of inspection.,2025-12-10,BJ'S RESTAURANT & BREWHOUSE 521,CLEARWATER,156
6216770,1,2026-03-19,2026-03-19,0,0,2,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the ice machine. Manager cleaned interior of ice machine  **Corrected On-Site**,2026-03-19,JULIS MEXICAN RESTAURANT,CLEARWATER,57
6216778,1,2025-08-13,2025-08-13,0,0,0,0,0,1,0,"Basic - In-use ice scoop stored on soiled surface between uses. 
Hanging on pipe under hand wash sink near prep sink. Employee moved",2025-08-13,CHINA FUN TAKE OUT,ST. PETERSBURG,275
6216793,1,2025-10-06,2025-10-06,2,0,0,1,0,0,1,"Intermediate - Handwash sink used for purposes other than handwashing.

White hose stored in hand wash sink near ice machine. **Repeat Violation**",2025-10-06,LOLITAS  WINE MARKET,ST PETERSBURG,221
6216801,1,2025-08-18,2025-08-18,1,0,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Gaskets on reach-in cooler's throughout establishment soiled with black mold-like substance.

Sprayer handle at dishmachine sink soiled. **Repeat Violation**",2025-08-18,TRIP'S DINER,SAINT PETERSBURG,270
6216810,1,2026-03-11,2026-03-11,0,0,0,1,0,0,0,Basic - Accumulation of black mold-like substance in the interior of the front ice machine.,2026-03-11,MANGROVES CAFE,CLEARWATER,65
6216821,1,2025-08-19,2025-08-19,0,0,1,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.

Accumulation of black mold like substance in ice machine. Manager cleaned in front of inspector. **Corrected On-Site**",2025-08-19,DUNKIN DONUTS,ST. PETERSBURG,269
6216834,1,2026-01-21,2026-01-21,0,0,0,0,0,0,0,"Basic - Reach-in cooler interior/shelves have accumulation of soil residues.
Reach in cooler shelves and interiors soiled with debris, interior of ice machine soiled.",2026-01-21,DAIRY RICH CREAMERY,PALM HARBOR,114
6216837,5,2025-10-21,2026-03-04,2,4,0,5,0,0,5,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior of ice machine soiled with black mold 
Ike substance.  **Repeat Violation**",2026-03-04,SHISO CRISPY,ST. PETERSBURG,72
6216841,1,2025-09-03,2025-09-03,0,1,0,1,0,0,0,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.
Triple door reach in deli cooler gaskets soiled with black mold substance.  **Warning**",2025-09-03,TAQUERIA Y PANEDERIA LA CHIQUITA,CLEARWATER,254
6216851,1,2025-07-17,2025-07-17,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Middle metal plate.,2025-07-17,HOOTERS OF CLEARWATER BEACH,CLEARWATER,302
6216859,1,2026-01-21,2026-01-21,0,0,0,1,0,0,1,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soda machine ice chute soiled with black mold like substance.",2026-01-21,LITTLE GREEK ST PETERSBURG LLC,ST. PETERSBURG,114
6216869,1,2025-12-17,2025-12-17,0,0,0,1,0,0,1,Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin. Observed a mold like substance inside ice machine bin at time of inspection,2025-12-17,PF CHANGS CHINA BISTRO,CLEARWATER,149
