visit_id,business_name,city,inspection_date,inspection_type,violation_code,observation,ice_machine_mention,ice_keyword_found,license_number,license_id
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,31A-11-4,"Intermediate - Handwash sink used for purposes other than handwashing.
Whisk inside hand sink in front counter area. Employee moved item.  **Corrected On-Site** **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,53A-01-7,"Intermediate - Manager or person in charge lacking proof of food manager certification.
No proof of certified food manager certificate could be provided. Operator sent the server a picture of her certified food manager certificate verified via text message.  **Corrected On-Site** **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,16-37-1,"Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.
No chlorine test kit observed.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,53A-05-6,"Intermediate - No currently certified food service manager on duty with four or more employees engaged in food preparation/handling. A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/
Five employees present engaging and preparing food at the time of the inspection.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,11-26-1,"Intermediate - No proof provided that food employees are informed of their responsibility to report to the person in charge information about their health and activities related to foodborne illnesses.
Could not be provide for four employees preparing and engaging with food during the inspection. All were hired over 60 days ago, per server.  **Warning**",NO,,6200375,8471849
10935666,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/03/2025,Routine - Food,53B-13-5,"Intermediate - Proof of required state approved employee training not available for some employees. To order approved program food safety material, call DBPR contracted provider: Florida Restaurant and Lodging Association (SafeStaff) 866-372-7233.
Observed employee training certificate for Alisha H. Dated for 8/12/25 through FLRA.  **Warning**",NO,,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,22-20-5,"Basic - - From initial inspection : Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Soiled with black and pink mold like substance.  **Warning**     - From follow-up inspection 2025-09-18:   **Time Extended**",YES,ice machine,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,31B-04-4,"Basic - - From initial inspection : Basic - No handwashing sign provided at a hand sink used by food employees.
Missing at hand sink in front counter area.  **Warning**     - From follow-up inspection 2025-09-18: Missing at handwashing sink in front counter area during callback inspection.  **Time Extended**",NO,,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,22-16-4,"Basic - - From initial inspection : Basic - Reach-in cooler interior/shelves have accumulation of soil residues.
Interior soiled with dried up food debris inside single door stand alone cooler in prep area.  **Warning**     - From follow-up inspection 2025-09-18:  **Time Extended**",NO,,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,22-02-4,"Intermediate - - From initial inspection : Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Soda machine ice chute soiled with black mold like substance in dinning room area. 
Slicer soiled with food debris.  **Warning**     - From follow-up inspection 2025-09-18:  **Time Extended**",YES,black mold,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,16-37-1,"Intermediate - - From initial inspection : Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.
No chlorine test kit observed.  **Warning**     - From follow-up inspection 2025-09-18: No chlorine test kit observed during callback inspection.  **Time Extended**",NO,,6200375,8471849
13510568,CENTRAL COFFEE SHOP,ST. PETERSBURG,09/18/2025,Routine - Food,53A-05-6,"Intermediate - - From initial inspection : Intermediate - No currently certified food service manager on duty with four or more employees engaged in food preparation/handling. A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/
Five employees present engaging and preparing food at the time of the inspection.  **Warning**     - From follow-up inspection 2025-09-18: Five employees present engaging and preparing food at the time of the callback inspection.  **Time Extended**",NO,,6200375,8471849
13511089,CENTRAL COFFEE SHOP,ST. PETERSBURG,02/20/2026,Routine - Food,22-20-5,"Basic - Accumulation of black/green mold-like substance in the interior of the ice machine/bin.
Interior soiled with black substance.  **Repeat Violation**",YES,ice machine,6200375,8471849
13511089,CENTRAL COFFEE SHOP,ST. PETERSBURG,02/20/2026,Routine - Food,31B-04-4,"Basic - No handwashing sign provided at a hand sink used by food employees.
Missing at handsink in front counter area. Inspector provided a sign and it was posted at the time of the inspection.  **Corrected On-Site**",NO,,6200375,8471849
13511089,CENTRAL COFFEE SHOP,ST. PETERSBURG,02/20/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
White cutting board stained on reach in deli cooler on cook line.",NO,,6200375,8471849
10876131,KFC (569059),DUNEDIN,12/19/2025,Routine - Food,36-73-4,"Basic - Floor soiled/has accumulation of debris.
Cook line floors under fryers soiled with grease build up.",NO,,6200376,7938307
10876131,KFC (569059),DUNEDIN,12/19/2025,Routine - Food,36-17-5,"Basic - Floor tiles missing and/or in disrepair.
Cracked tiles throughout the kitchen.  **Repeat Violation**",NO,,6200376,7938307
10876131,KFC (569059),DUNEDIN,12/19/2025,Routine - Food,36-24-5,"Basic - Hole in or other damage to wall.
Dinning room wall cracked and in disrepair due to customer crashing into the outside wall through the parking lot, per manager.",NO,,6200376,7938307
10876131,KFC (569059),DUNEDIN,12/19/2025,Routine - Food,22-08-4,"Basic - Interior of oven/microwave has accumulation of black substance/grease/food debris.
Convectional oven interior soiled with burnt food debris.",NO,,6200376,7938307
10876131,KFC (569059),DUNEDIN,12/19/2025,Routine - Food,29-49-6,"Basic - Standing water in bottom of reach-in-cooler.
On floor on right side of walk in cooler.",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,13-07-4,"Basic - Employee wearing jewelry other than a plain ring on their hands/arms while preparing food.
Employees wearing bracelets on cook line wearing ring with grooves. Operator had employee remove ring.",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,36-22-4,"Basic - Floor area(s) covered with standing water.
Standing water on floor in kitchen and in drive through window.",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,36-73-4,"Basic - Floor soiled/has accumulation of debris.
Floors throughout cook line soiled with debris. **Repeat Violation**",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,36-17-5,"Basic - Floor tiles missing and/or in disrepair.
Floor tiles throughout kitchen and dry storage in disrepair",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,14-34-4,"Basic - Interior of ice machine/bin with rust that has pitted the surface
Interior of ice machine has rust that is pitted to the surface.",YES,ice machine,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,22-08-4,"Basic - Interior of oven/microwave has accumulation of black substance/grease/food debris.
Interior of hot holding units soiled with debris. **Repeat Violation**",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,14-33-4,"Basic - Reach-in cooler shelves with rust that has pitted the surface.
Shelves of reach in cooler has rust pitting to surface.",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,11-27-4,"Intermediate - Establishment has no written procedures for employees to follow in response to a vomiting or diarrheal event where the vomit or diarrhea is discharged onto surfaces in the establishment.
Emailed operator form HR 5030-104",NO,,6200376,7938307
13642370,KFC (569059),DUNEDIN,03/16/2026,Complaint Full,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Lid of metal container soiled with employee beverage. Operator cleaned beverage from lid. Interior of soda machine nozzles in dining room soiled with debris.",NO,,6200376,7938307
10880666,GULF PIER GIFT SHOP,TIERRA VERDE,02/20/2026,Routine - Food,51-11-4,"Basic - Carbon dioxide/helium tanks not adequately secured.

Unsecured at front counter",NO,,6200387,9473691
10880666,GULF PIER GIFT SHOP,TIERRA VERDE,02/20/2026,Routine - Food,08B-38-4,"Basic - Food stored on floor.

Cooking oil stored on floor. Items relocated for elevation. **Corrected On-Site**",NO,,6200387,9473691
10880666,GULF PIER GIFT SHOP,TIERRA VERDE,02/20/2026,Routine - Food,08A-11-5,"High Priority - Raw animal food stored over canned/bottled drinks.

Raw shell eggs stored above drinks in drink cooler. Discussed with employees to relocate items for proper storage. Eggs removed to separate cooler. **Corrected On-Site**",NO,,6200387,9473691
10880666,GULF PIER GIFT SHOP,TIERRA VERDE,02/20/2026,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Accumulation of black/green mold-like substance on/around soda dispensing nozzles.",NO,,6200387,9473691
10902894,CRAB SHACK,ST PETERSBURG,09/04/2025,Routine - Food,23-24-4,Basic - Buildup of food debris/soil residue on equipment door handles. All door handles in cook line area.,NO,,6200446,2234085
10902894,CRAB SHACK,ST PETERSBURG,09/04/2025,Routine - Food,10-20-4,Basic - In-use tongs stored on equipment door handle between uses.,NO,,6200446,2234085
10902894,CRAB SHACK,ST PETERSBURG,09/04/2025,Routine - Food,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust. Gaskets all reach in coolers at cook line",NO,,6200446,2234085
10902894,CRAB SHACK,ST PETERSBURG,09/04/2025,Routine - Food,22-16-4,Basic - Reach-in cooler interior/shelves have accumulation of soil residues. Deli cooler at cook line,NO,,6200446,2234085
10902894,CRAB SHACK,ST PETERSBURG,09/04/2025,Routine - Food,14-17-4,Basic - Walk-in cooler shelves with rust that has pitted the surface.,NO,,6200446,2234085
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,51-11-4,"Basic - Carbon dioxide/helium tanks not adequately secured.

Tanks under rear bar counter not secured.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items.

Employee milk container inside reach-in cooler in kitchen.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,14-11-5,"Basic - Equipment in poor repair.

Walk-in cooler leaking from ceiling.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,36-22-4,"Basic - Floor area(s) covered with standing water.

Standing water inside walk-in cooler.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,36-17-5,"Basic - Floor tiles missing and/or in disrepair.

Floor tiles in walk-in cooler, in rear bar pass, and kitchen broken in poor repair. **Repeat Violation**",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,36-11-4,"Basic - Floors not maintained smooth and durable.

Exposed wood in kitchen floors and walls.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,08B-38-4,"Basic - Food stored on floor.

Burger buns on the floor in the walk-in cooler. **Repeat Violation**",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,21-04-4,"Basic - In-use wet wiping cloth/towel used under cutting board.

Employee removed.  **Corrected On-Site**",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,23-03-4,"Basic - Nonfood-contact surface soiled with grease, food debris, dirt, slime or dust.

Front exterior of flat top grill soiled.
Gaskets soiled on reach-in coolers in kitchen.
Hood filters soiled above cook-line with accumulation of grease.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,22-16-4,"Basic - Reach-in cooler interior/shelves have accumulation of soil residues.

Bottom of reach-in coolers soiled.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,01B-01-4,"High Priority - Dented/rusted cans present. See stop sale.

1-10 can Pinto beans
1-10 can Peppers",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,01B-24-5,"High Priority - Ready-to-eat, time/temperature control for safety food not consumed/sold within 7 days after opening/preparation. See stop sale.

Container of 1000 island dressing inside walk-in cooler dated for 7/19.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,01B-13-4,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition.

3 portions of Mahi-Mahi thawed in reduced oxygen packaging with printed instructions to remove from packaging before thawing.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.

Cutting board on reach-in cooler in kitchen soiled. 
Can opener in kitchen soiled.
Fryer baskets soiled with heavy accumulation of grease.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,03F-10-5,"Intermediate - No written procedures available for use of time as a public health control to hold time/temperature control for safety food.

Employee in kitchen advised French fries are par blanched and held on time. No written plan observed. Inspector will provide time as a public health control application and guidelines.",NO,,6200448,4012171
10908606,SUNSET GRILLE,ST. PETERSBURG,08/11/2025,Routine - Food,41-17-4,"Intermediate - Spray bottle containing toxic substance not labeled.

Bottle of degreaser at three compartment sink unlabeled. Employee labeled. **Corrected On-Site**",NO,,6200448,4012171
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,06-09-1,"Basic - Commercially processed reduced oxygen packaged fish bearing a label indicating that it is to remain frozen until time of use no longer frozen and not removed from reduced oxygen package. 
Salmon, 22 8oz packages, completely thawed. See stop sale Operator adjusted",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,06-01-5,"Basic - Time/temperature control for safety food thawed in an improper manner. Fish and soups in standing water in prep sink, operator turned water for haddock 51F, moved soups to walk in cooler  **Corrective Action Taken**",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,21-07-4,"Basic - Wiping cloth chlorine sanitizing solution not at proper minimum strength. Bucket on cook line , 0 ppm, corrected to 50 ppm  **Corrected On-Site**",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,35A-02-7,"High Priority - Live, small flying insects found
 Approximately 5 small flies around floor drain under steam table  **Repeat Violation**",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,01B-13-4,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition.
Salmon, 22 8oz packages, completely thawed.",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,03A-02-5,"High Priority - Time/temperature control for safety food cold held at greater than 41 degrees Fahrenheit.
 In drop in cold hold unit on cook line -shredded cheese  (48F - Cold Holding); coleslaw  (46F - Cold Holding); , removed from refrigeration 1 hour ago, moved back to walk in cooler, discussed using time control. 
Recheck shredded cheese 37F, pico 42F **Corrected On-Site**",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,41-10-4,"High Priority - Toxic substance/chemical improperly stored. At wait station, cleaner spray bottle on prep table, over clean dishes, facing to go cups and lemons, operator removed. **Corrected On-Site**",NO,,6200456,7429590
10899496,TARPON TURTLE GRILL & MARINA,TARPON SPRINGS,08/14/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
 Can opener blade",NO,,6200456,7429590
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,32-07-5,"Basic - Bathroom facility not clean.
Soiled restroom in the back of the kitchen **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items.
Purse on prep table **Repeat Violation** **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,29-19-4,"Basic - Standing water in floor drain/floor drain draining very slowly.
Under dishwasher  **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,02D-01-5,"Basic - Working containers of food removed from original container not identified by common name.
Squeeze bottles and containers containing foods removed removed from its original container not labeled with common name. **Corrected On-Site** **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,01B-02-5,"High Priority - Stop Sale issued on time/temperature control for safety food due to temperature abuse.
tomato (53F - Cold Holding); cucumber (53F - Cold Holding); tuna (57F - Cold Holding); potato Salad (53F - Cold Holding); coleslaw (53F - Cold Holding); blue cheese (52F - Cold Holding); feta (53F - Cold Holding); sliced turkey (53F - Cold Holding); salmon (57F - Cold Holding) **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,03A-02-5,"High Priority - Time/temperature control for safety food cold held at greater than 41 degrees Fahrenheit.
tomato (53F - Cold Holding); cucumber (53F - Cold Holding); tuna (57F - Cold Holding); potato Salad (53F - Cold Holding); coleslaw (53F - Cold Holding); blue cheese (52F - Cold Holding); feta (53F - Cold Holding); sliced turkey (53F - Cold Holding); salmon (57F - Cold Holding) **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,41-10-4,"High Priority - Toxic substance/chemical improperly stored.
Spray bottle of chemical stored on prep tables next to clean dishes. Operator removed the chemical to gain compliance. **Corrected On-Site** **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,31A-09-4,"Intermediate - Handwash sink not accessible for employee use at all times.
Hand wash sink blocked by caddy's holding dishes. Discussed the need to keep the hand wash sink unblocked. **Corrected On-Site** **Repeat Violation** **Warning**",NO,,6200468,2994383
10916556,SAFETY HARBOR RESORT& KITCHEN,SAFETY HARBOR,03/25/2026,Routine - Food,22-56-4,"Intermediate - Hot water sanitizing dishmachine final rinse not reaching proper temperature at manifold. Discontinue use of dishmachine for sanitizing and set up manual sanitization until dishmachine is repaired.
Final rinse 119F staff to begin using 3 compartment sink until the dishwasher machine can be repaired **Warning**",NO,,6200468,2994383
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,14-05-4,Basic - Cardboard used to line food-contact shelves in reach in freezer near pizza oven.  **Warning**,NO,,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,14-11-5,Basic - Equipment in poor repair. Torn gasket in reach in cooler near ice machine and bathrooms. **Warning**,YES,ice machine,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,33-11-4,Basic - Missing drain plug at dumpster. **Warning**,NO,,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,29-14-4,"Basic - Nonself-sufficient mobile food dispensing vehicle disposing of wastewater at a commissary on municipal sewer that is not provided with a mop/service sink or other proper liquid waste disposal facilities. Mop sink outside not connected to any plumbing, no running water or drainage.  **Warning**",NO,,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,22-16-4,Basic - Reach-in cooler interior/shelves have accumulation of soil residues. Gasket in rear RIC by ice machine soiled. **Warning**,YES,ice machine,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,50-08-7,"High Priority - Establishment operating without a license from the Division of Hotels and Restaurants. Operator must obtain a public food service license from the Division of Hotels and Restaurants within 60 days. Submit a license application and payment to DBPR/Bureau of Central Intake Unit, 2601 Blair Stone Rd., Tallahassee, FL 32399-0783. To apply online or obtain an application for license visit https://www2.myfloridalicense.com/hotels-restaurants/ Establishment is open and operating without license, temp license not issued due to lack of mop sink.  **Warning**",NO,,6200483,9361280
8996337,BRUNOS PIZZERIA,SAINT PETERSBURG,07/14/2025,Food-Licensing Inspection,27-11-4,Intermediate - No running water at mop sink. **Warning**,NO,,6200483,9361280
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,06-09-1,"Basic - Commercially processed reduced oxygen packaged fish bearing a label indicating that it is to remain frozen until time of use no longer frozen and not removed from reduced oxygen package
Grouper completed thawed in package 22 four oz package. See stop sale",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,13-04-4,"Basic - Employee with no beard guard/restraint while engaging in food preparation.
Cook has no beard guard",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,13-03-4,"Basic - Employee with no hair restraint while engaging in food preparation.
Chief no hat on",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,10-07-4,"Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit.
Ladles in water container Temperature 73F",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,31B-04-4,"Basic - No handwashing sign provided at a hand sink used by food employees.
No hand wash sign for both of hand wash sink in bar area",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,35A-02-7,"High Priority - Live, small flying insects found
Approximately 
3 small flies in mop sink area
4 flies in dish room",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,35A-04-4,"High Priority - Rodent activity present as evidenced by rodent droppings found.
 Approximately -
15 Rodent droppings on the floor under clean dish racks in kitchen 
9 rodent droppings on the floor under chemical shelf in storage room 
40 rodent droppings on floor under coffee station.
8 rodent droppings on floor under dish wash sink 
100 droppings on floor back of prep counter.
8 rodent droppings on the floor in storage room
10 rodent droppings on shelf in storage room 
2 rodent droppings on the warmer shelf in storage 
4 rodent droppingson floor by register screen in bar area.
Possible leftover food with chew marks by water heater.
10 rodent droppings on the floor by speed rack in food storage room
5 rodent droppings on shelf by pastas in food storage room.
30 rodent droppings on the floor under food storage shelves in food storage room",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,01B-13-4,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition.

Grouper completed thawed in package 22 four oz package. See stop sale",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,03A-02-5,"High Priority - Time/temperature control for safety food cold held at greater than 41 degrees Fahrenheit.
 rice ball (46F - Cold Holding) operator did not know how long rice was in cooler, operator discarded. Dated for previous day.",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Can opener soiled",NO,,6200494,9317331
13480042,HIGHLAND HOUSE,DUNEDIN,08/06/2025,Complaint Full,31A-09-4,"Intermediate - Handwash sink not accessible for employee use at all times.
Stored utensils in hand wash sink in bar area.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,14-01-5,"Basic - Bowl or other container with no handle used to dispense food.
Bowls used for scooping food in dry storage. Operator removed. **Corrected On-Site**",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,36-34-5,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated dust or mold-like substance.
Above dish drying area and throughout kitchen.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,14-09-4,"Basic - Cutting board has cut marks and is no longer cleanable.
On line in kitchen.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,40-06-5,"Basic - Employee personal items stored in or above a food preparation area, food, clean equipment and utensils, or single-service items.
iPad in prep area **Corrected On-Site**",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,36-11-4,"Basic - Floors not maintained smooth and durable.
Broken tile in event storage area.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,14-38-4,"Basic - Food storage container/container lid cracked or broken.
Several instances in dry storage.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,36-24-5,"Basic - Hole in or other damage to wall.
In event storage area.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,10-20-4,"Basic - In-use tongs stored on equipment door handle between uses.
On line in kitchen 2 sets on oven door. Operator removed. **Corrected On-Site**",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,03G-53-1,"Basic - Time/temperature control for safety food packaged using a reduced oxygen method without a HACCP plan not properly labeled with the production time and date.
Pork chops date marked 9/25 in walk in cooler that have been ROP on location with no plan.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,01B-01-4,"High Priority - Dented/rusted cans present. See stop sale.
Can of ketchup 115oz operator removed.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,35A-02-7,"High Priority - Live, small flying insects found
2 under dish machine
1 behind bar **Repeat Violation** **Admin Complaint**",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,35A-09-4,"High Priority - Presence of insects, rodents, or other pests.
2 ants in dry storage",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,02C-01-5,"High Priority - Ready-to-eat, time/temperature control for safety food marked with a date that exceeds 7 days after opening/preparation.
butter, garlic butter, garlic, ham, cocktail, trurky, frosting, pork chop",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,01B-13-4,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition.
Food older than 7 days",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,03B-01-6,"High Priority - Time/temperature control for safety food, other than whole meat roast, hot held at less than 135 degrees Fahrenheit.
tomato bisque (127F - Hot Holding 171); ajoux (126F - Hot Holding 183) **Corrected On-Site**",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,29-42-4,"High Priority - Vacuum breaker missing at mop sink faucet or on fitting/splitter added to mop sink faucet.
Splitter installed on faucet no vacuum breaker for hose",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,22-02-4,"Intermediate - Food-contact surface soiled with food debris, mold-like substance or slime.
Potato dicer. Multiple plates on clean dish shelves covered in unknown substances.",NO,,6200494,9317331
13486590,HIGHLAND HOUSE,DUNEDIN,10/06/2025,Routine - Food,16-37-1,"Intermediate - No chemical test kit provided when using sanitizer at three-compartment sink/warewashing machine or wiping cloths.
All expired",NO,,6200494,9317331
